case,problem,eval_problem,num_cores,algorithm,variant,runtime_s,eval_s,feasible,makespan,added_copy_bytes,cache_hit_rate,baseline_makespan,n_subgraphs,error,speedup
case_031,1,1,3,ablation2,max_ops500,0.408,3.334,True,516648,7090548,,1414369,13,,2.7375872934764094
case_031,1,1,3,ablation2,lvl_alap,0.529,15.36,True,515219,4773888,,1414369,3,,2.745180204922567
case_031,1,1,3,ablation2,lvl_compress,0.43,15.36,True,515219,4773888,,1414369,3,,2.745180204922567
case_032,1,1,2,ablation2,full_c2,0.046,0.593,True,28956,114844,,41443,4,,1.4312405028318829
case_032,1,1,2,ablation2,no_comm,0.018,0.207,True,24806,135282,,41443,6,,1.6706845118116584
case_032,1,1,2,ablation2,no_sync,0.043,0.287,True,28265,147544,,41443,5,,1.466230320183973
case_032,1,1,2,ablation2,no_localsearch,0.023,0.319,True,26716,153760,,41443,5,,1.5512427010031442
case_032,1,1,2,ablation2,no_level,0.039,0.28,True,31567,342360,,41443,67,,1.3128583647479963
case_032,1,1,2,ablation2,no_level_no_comm,0.015,0.204,True,46811,135290,,41443,6,,0.8853260985665762
case_032,1,1,2,ablation2,max_ops500,0.036,0.593,True,28956,114844,,41443,4,,1.4312405028318829
case_032,1,1,2,ablation2,lvl_alap,0.035,0.206,True,21082,260264,,41443,4,,1.965800208708851
case_032,1,1,2,ablation2,lvl_compress,0.037,0.206,True,21082,260264,,41443,4,,1.965800208708851
case_032,1,1,3,ablation2,full_c2,0.061,0.202,True,21434,204996,,41443,7,,1.9335168423999254
case_032,1,1,3,ablation2,no_comm,0.058,0.232,True,20200,149596,,41443,7,,2.051633663366337
case_032,1,1,3,ablation2,no_sync,0.053,0.202,True,21434,204996,,41443,7,,1.9335168423999254
case_032,1,1,3,ablation2,no_localsearch,0.021,0.231,True,21434,205068,,41443,7,,1.9335168423999254
case_032,1,1,3,ablation2,no_level,0.051,0.216,True,27764,342360,,41443,67,,1.4926883734332228
case_032,1,1,3,ablation2,no_level_no_comm,0.049,0.216,True,48488,196724,,41443,9,,0.8547063190892592
case_032,1,1,3,ablation2,max_ops500,0.053,0.202,True,21434,204996,,41443,7,,1.9335168423999254
case_032,1,1,3,ablation2,lvl_alap,0.053,0.21,True,16407,462204,,41443,9,,2.5259340525385507
case_032,1,1,3,ablation2,lvl_compress,0.053,0.21,True,16407,462204,,41443,9,,2.5259340525385507
case_032,1,1,4,ablation2,full_c2,0.113,0.227,True,21189,221392,,41443,9,,1.9558733305016753
case_032,1,1,4,ablation2,no_comm,0.069,0.25,True,18048,244034,,41443,11,,2.2962655141843973
case_032,1,1,4,ablation2,no_sync,0.107,0.227,True,21189,221392,,41443,9,,1.9558733305016753
case_032,1,1,4,ablation2,no_localsearch,0.02,0.218,True,18191,248104,,41443,9,,2.2782145016766533
case_032,1,1,4,ablation2,no_level,0.113,0.27,True,21784,342360,,41443,67,,1.9024513404333456
case_032,1,1,4,ablation2,no_level_no_comm,0.068,0.173,True,51573,250158,,41443,12,,0.8035793923176856
case_032,1,1,4,ablation2,max_ops500,0.13,0.227,True,21189,221392,,41443,9,,1.9558733305016753
case_032,1,1,4,ablation2,lvl_alap,0.113,0.241,True,15142,434548,,41443,12,,2.736956808875974
case_032,1,1,4,ablation2,lvl_compress,0.102,0.241,True,15142,434548,,41443,12,,2.736956808875974
case_031,1,1,2,ablation2,full_c2,0.228,19.327,True,711725,4032000,,1414369,2,,1.9872408584776424
case_031,1,1,2,ablation2,no_comm,0.187,18.059,True,714583,4856832,,1414369,4,,1.9792928183290115
case_031,1,1,2,ablation2,no_sync,0.247,19.327,True,711725,4032000,,1414369,2,,1.9872408584776424
case_031,1,1,2,ablation2,no_localsearch,0.192,15.149,True,731099,4114944,,1414369,2,,1.9345793114202043
case_031,1,1,2,ablation2,no_level,0.246,3.422,True,716051,9024000,,1414369,44,,1.975235004210594
case_031,1,1,2,ablation2,no_level_no_comm,0.201,4.346,True,1411127,5876736,,1414369,6,,1.0022974544459853
case_031,1,1,2,ablation2,max_ops500,0.338,2.912,True,709364,7117602,,1414369,14,,1.9938550588978297
case_031,1,1,2,ablation2,lvl_alap,0.278,19.327,True,711725,4032000,,1414369,2,,1.9872408584776424
case_031,1,1,2,ablation2,lvl_compress,0.26,19.327,True,711725,4032000,,1414369,2,,1.9872408584776424
case_032,1,1,5,ablation2,full_c2,0.114,0.232,True,15864,177266,,41443,12,,2.612392839132627
case_032,1,1,5,ablation2,no_comm,0.085,0.215,True,20185,157826,,41443,9,,2.0531582858558335
case_032,1,1,5,ablation2,no_sync,0.102,0.252,True,19732,160908,,41443,12,,2.100293938779647
case_032,1,1,5,ablation2,no_localsearch,0.018,0.265,True,21717,517550,,41443,17,,1.9083206704425104
case_032,1,1,5,ablation2,no_level,0.144,0.593,True,24139,436650,,41443,89,,1.7168482538630432
case_032,1,1,5,ablation2,no_level_no_comm,0.102,0.199,True,47770,307380,,41443,15,,0.8675528574419091
case_032,1,1,5,ablation2,max_ops500,0.117,0.232,True,15864,177266,,41443,12,,2.612392839132627
case_032,1,1,5,ablation2,lvl_alap,0.135,0.261,True,16768,547512,,41443,15,,2.471552958015267
case_032,1,1,5,ablation2,lvl_compress,0.196,0.261,True,16768,547512,,41443,15,,2.471552958015267
case_031,1,1,4,ablation2,full_c2,0.583,16.489,True,391218,7888896,,1414369,4,,3.6152963309459176
case_031,1,1,4,ablation2,no_comm,0.253,16.557,True,361150,5528576,,1414369,8,,3.9162923992800773
case_031,1,1,4,ablation2,no_sync,0.611,16.489,True,391218,7888896,,1414369,4,,3.6152963309459176
case_031,1,1,4,ablation2,no_localsearch,0.187,14.146,True,426625,7991808,,1414369,4,,3.315251098740111
case_031,1,1,4,ablation2,no_level,0.551,3.981,True,400938,13281792,,1414369,107,,3.527650160373923
case_031,1,1,4,ablation2,no_level_no_comm,0.317,3.38,True,1416216,7706624,,1414369,12,,0.9986958204115757
case_031,1,1,4,ablation2,max_ops500,0.759,5.209,True,386075,9838520,,1414369,16,,3.6634565822702845
case_031,1,1,4,ablation2,lvl_alap,0.689,16.489,True,391218,7888896,,1414369,4,,3.6152963309459176
case_031,1,1,4,ablation2,lvl_compress,0.712,16.489,True,391218,7888896,,1414369,4,,3.6152963309459176
case_033,1,1,3,ablation2,full_c2,0.259,5.339,True,589568,7086144,,1774196,3,,3.009315295267043
case_033,1,1,3,ablation2,no_comm,0.13,5.7,True,596246,6256128,,1774196,6,,2.975610737849814
case_033,1,1,3,ablation2,no_sync,0.287,5.339,True,589568,7086144,,1774196,3,,3.009315295267043
case_033,1,1,3,ablation2,no_localsearch,0.09,6.225,True,618249,7299648,,1774196,3,,2.869711071105655
case_033,1,1,3,ablation2,no_level,0.303,1.349,True,614142,12770976,,1774196,92,,2.888901915192252
case_033,1,1,3,ablation2,no_level_no_comm,0.147,1.452,True,1763498,7817728,,1774196,9,,1.00606635221588
case_033,1,1,3,ablation2,max_ops500,0.226,2.594,True,589721,8128064,,1774196,9,,3.0085345443014577
case_033,1,1,3,ablation2,lvl_alap,0.267,5.339,True,589568,7086144,,1774196,3,,3.009315295267043
case_033,1,1,3,ablation2,lvl_compress,0.256,5.339,True,589568,7086144,,1774196,3,,3.009315295267043
case_033,1,1,4,ablation2,full_c2,0.447,5.413,True,446802,7344224,,1774196,4,,3.9708774804051905
case_033,1,1,4,ablation2,no_comm,0.174,5.64,True,450016,7090192,,1774196,8,,3.9425175993742445
case_033,1,1,4,ablation2,no_sync,0.395,5.413,True,446802,7344224,,1774196,4,,3.9708774804051905
case_033,1,1,4,ablation2,no_localsearch,0.08,5.492,True,472092,7654496,,1774196,4,,3.7581573083212594
case_033,1,1,4,ablation2,no_level,0.361,1.416,True,464424,12770976,,1774196,92,,3.820207396689232
case_033,1,1,4,ablation2,no_level_no_comm,0.166,1.233,True,1763309,8821264,,1774196,12,,1.0061741872808452
case_033,1,1,4,ablation2,max_ops500,0.548,2.754,True,447381,8638560,,1774196,8,,3.965738375120982
case_033,1,1,4,ablation2,lvl_alap,0.336,5.413,True,446802,7344224,,1774196,4,,3.9708774804051905
case_033,1,1,4,ablation2,lvl_compress,0.352,5.413,True,446802,7344224,,1774196,4,,3.9708774804051905
case_033,1,1,2,ablation2,full_c2,0.181,6.462,True,894566,6224928,,1774196,2,,1.9833036355059326
case_033,1,1,2,ablation2,no_comm,0.09,7.289,True,895041,5928960,,1774196,4,,1.9822510924080572
case_033,1,1,2,ablation2,no_sync,0.196,6.462,True,894566,6224928,,1774196,2,,1.9833036355059326
case_033,1,1,2,ablation2,no_localsearch,0.172,6.91,True,903581,6231072,,1774196,2,,1.9635162757959719
case_033,1,1,2,ablation2,no_level,0.141,1.687,True,911269,12770976,,1774196,92,,1.9469509003378804
case_033,1,1,2,ablation2,no_level_no_comm,0.071,1.635,True,1764841,6695424,,1774196,6,,1.005300760805081
case_033,1,1,2,ablation2,max_ops500,0.18,1.908,True,881425,7661600,,1774196,8,,2.012872337408174
case_033,1,1,2,ablation2,lvl_alap,0.167,6.462,True,894566,6224928,,1774196,2,,1.9833036355059326
case_033,1,1,2,ablation2,lvl_compress,0.159,6.462,True,894566,6224928,,1774196,2,,1.9833036355059326
case_033,1,1,5,ablation2,full_c2,0.504,5.429,True,357201,8111232,,1774196,5,,4.966940182138348
case_033,1,1,5,ablation2,no_comm,0.247,5.741,True,364537,8182292,,1774196,10,,4.866984695655036
case_033,1,1,5,ablation2,no_sync,0.563,5.429,True,357201,8111232,,1774196,5,,4.966940182138348
case_033,1,1,5,ablation2,no_localsearch,0.072,5.61,True,364249,8277120,,1774196,5,,4.870832864331817
case_033,1,1,5,ablation2,no_level,0.421,1.913,True,379586,12770976,,1774196,92,,4.674029073780382
case_033,1,1,5,ablation2,no_level_no_comm,0.206,1.339,True,1767036,9808916,,1774196,15,,1.0040519830948549
case_033,1,1,5,ablation2,max_ops500,0.476,2.983,True,358094,8516736,,1774196,10,,4.954553832233994
case_033,1,1,5,ablation2,lvl_alap,0.461,5.429,True,357201,8111232,,1774196,5,,4.966940182138348
case_033,1,1,5,ablation2,lvl_compress,0.459,5.429,True,357201,8111232,,1774196,5,,4.966940182138348
case_034,1,1,4,ablation2,full_c2,0.466,5.315,True,225165,3101184,,842996,4,,3.7439033597583995
case_034,1,1,4,ablation2,no_comm,0.371,4.349,True,283023,2920728,,842996,8,,2.9785423799479194
case_034,1,1,4,ablation2,no_sync,0.494,5.315,True,225165,3101184,,842996,4,,3.7439033597583995
case_034,1,1,4,ablation2,no_localsearch,0.079,3.777,True,218066,3101184,,842996,4,,3.8657837535425057
case_034,1,1,4,ablation2,no_level,0.45,2.084,True,248253,6690304,,842996,155,,3.395713244150121
case_034,1,1,4,ablation2,no_level_no_comm,0.436,1.556,True,849446,4288320,,842996,12,,0.992406815736374
case_034,1,1,4,ablation2,max_ops500,0.502,2.886,True,229688,3213824,,842996,9,,3.6701786771620633
case_034,1,1,4,ablation2,lvl_alap,0.554,5.315,True,225165,3101184,,842996,4,,3.7439033597583995
case_034,1,1,4,ablation2,lvl_compress,0.549,5.315,True,225165,3101184,,842996,4,,3.7439033597583995
case_034,1,1,5,ablation2,full_c2,0.409,4.669,True,180411,3532800,,842996,5,,4.672641912078531
case_034,1,1,5,ablation2,no_comm,0.198,4.61,True,197524,3489366,,842996,11,,4.267815556590591
case_034,1,1,5,ablation2,no_sync,0.309,4.669,True,180411,3532800,,842996,5,,4.672641912078531
case_034,1,1,5,ablation2,no_localsearch,0.16,4.669,True,180411,3532800,,842996,5,,4.672641912078531
case_034,1,1,5,ablation2,no_level,0.327,1.84,True,199950,6690304,,842996,155,,4.216034008502126
case_034,1,1,5,ablation2,no_level_no_comm,0.207,1.324,True,847422,4918864,,842996,15,,0.994777100429302
case_034,1,1,5,ablation2,max_ops500,0.281,3.302,True,181734,4012032,,842996,10,,4.638625683691549
case_034,1,1,5,ablation2,lvl_alap,0.313,4.669,True,180411,3532800,,842996,5,,4.672641912078531
case_034,1,1,5,ablation2,lvl_compress,0.298,4.669,True,180411,3532800,,842996,5,,4.672641912078531
case_025,1,1,5,ablation2,full_c2,0.709,51.986,True,975282,110592,,4863026,5,,4.986276789687495
case_025,1,1,5,ablation2,no_comm,0.939,46.648,True,977538,262656,,4863026,9,,4.9747692672816815
case_025,1,1,5,ablation2,no_sync,0.484,51.986,True,975282,110592,,4863026,5,,4.986276789687495
case_025,1,1,5,ablation2,no_localsearch,0.46,51.986,True,975282,110592,,4863026,5,,4.986276789687495
case_025,1,1,5,ablation2,no_level,0.995,107.666,True,1757768,73681920,,4863026,2666,,2.7665914955784836
case_025,1,1,5,ablation2,no_level_no_comm,1.009,19.911,True,2276918,488448,,4863026,15,,2.135793208187559
case_025,1,1,5,ablation2,max_ops500,0.855,7.569,True,986756,1416192,,4863026,40,,4.928296356951465
case_025,1,1,5,ablation2,lvl_alap,0.945,51.986,True,975282,110592,,4863026,5,,4.986276789687495
case_025,1,1,5,ablation2,lvl_compress,1.07,51.986,True,975282,110592,,4863026,5,,4.986276789687495
case_034,1,1,3,ablation2,full_c2,0.246,5.417,True,278567,2647040,,842996,3,,3.026187595802805
case_034,1,1,3,ablation2,no_comm,0.106,4.11,True,308156,2381880,,842996,6,,2.7356144290554134
case_034,1,1,3,ablation2,no_sync,0.33,5.417,True,278567,2647040,,842996,3,,3.026187595802805
case_034,1,1,3,ablation2,no_localsearch,0.09,5.064,True,288182,2647040,,842996,3,,2.925220867368538
case_034,1,1,3,ablation2,no_level,0.266,1.76,True,305165,6690304,,842996,155,,2.7624268838169517
case_034,1,1,3,ablation2,no_level_no_comm,0.116,1.575,True,848200,3890232,,842996,9,,0.9938646545626032
case_034,1,1,3,ablation2,max_ops500,0.29,2.661,True,277504,3349000,,842996,9,,3.037779635608856
case_034,1,1,3,ablation2,lvl_alap,0.275,5.417,True,278567,2647040,,842996,3,,3.026187595802805
case_034,1,1,3,ablation2,lvl_compress,0.376,5.417,True,278567,2647040,,842996,3,,3.026187595802805
case_034,1,1,2,ablation2,full_c2,0.161,6.113,True,418733,1864192,,842996,2,,2.013206506293987
case_034,1,1,2,ablation2,no_comm,0.074,5.644,True,422996,1871384,,842996,4,,1.992917190706295
case_034,1,1,2,ablation2,no_sync,0.299,6.113,True,418733,1864192,,842996,2,,2.013206506293987
case_034,1,1,2,ablation2,no_localsearch,0.088,6.121,True,426258,1864192,,842996,2,,1.9776661083193747
case_034,1,1,2,ablation2,no_level,0.188,1.644,True,455264,6690304,,842996,155,,1.8516640894074647
case_034,1,1,2,ablation2,no_level_no_comm,0.079,1.871,True,843938,3284504,,842996,6,,0.9988838042605025
case_034,1,1,2,ablation2,max_ops500,0.223,1.919,True,405655,2611208,,842996,8,,2.078110709839642
case_034,1,1,2,ablation2,lvl_alap,0.178,6.113,True,418733,1864192,,842996,2,,2.013206506293987
case_034,1,1,2,ablation2,lvl_compress,0.295,6.113,True,418733,1864192,,842996,2,,2.013206506293987
case_035,1,1,2,ablation2,full_c2,0.266,1.22,True,152418,888436,,169571,50,,1.112539201406658
case_035,1,1,2,ablation2,no_comm,0.103,1.767,True,136752,278130,,169571,6,,1.2399891774891776
case_035,1,1,2,ablation2,no_sync,0.189,1.22,True,152418,888436,,169571,50,,1.112539201406658
case_035,1,1,2,ablation2,no_localsearch,0.099,1.052,True,143578,893044,,169571,50,,1.1810374848514396
case_035,1,1,2,ablation2,no_level,0.228,1.86,True,195613,1205042,,169571,275,,0.8668697888177166
case_035,1,1,2,ablation2,no_level_no_comm,0.073,1.18,True,175966,266510,,169571,6,,0.96365775206574
case_035,1,1,2,ablation2,max_ops500,0.304,1.361,True,152560,892662,,169571,51,,1.1115036706869428
case_035,1,1,2,ablation2,lvl_alap,0.226,1.039,True,133256,1661360,,169571,50,,1.272520561925917
case_035,1,1,2,ablation2,lvl_compress,0.239,1.039,True,133256,1661360,,169571,50,,1.272520561925917
case_035,1,1,3,ablation2,full_c2,0.413,1.173,True,115457,1067668,,169571,74,,1.4686939726478256
case_035,1,1,3,ablation2,no_comm,0.189,1.456,True,126167,355566,,169571,10,,1.3440202271592414
case_035,1,1,3,ablation2,no_sync,0.25,1.173,True,115457,1067668,,169571,74,,1.4686939726478256
case_035,1,1,3,ablation2,no_localsearch,0.113,1.373,True,108023,1079672,,169571,75,,1.5697675495033465
case_035,1,1,3,ablation2,no_level,0.383,2.356,True,151701,1205042,,169571,275,,1.1177975095747557
case_035,1,1,3,ablation2,no_level_no_comm,0.106,1.005,True,181341,352622,,169571,9,,0.9350946559244738
case_035,1,1,3,ablation2,max_ops500,0.343,1.173,True,115457,1067668,,169571,74,,1.4686939726478256
case_035,1,1,3,ablation2,lvl_alap,0.423,1.237,True,107521,1790526,,169571,75,,1.5770965671822248
case_035,1,1,3,ablation2,lvl_compress,0.337,1.237,True,107521,1790526,,169571,75,,1.5770965671822248
case_035,1,1,4,ablation2,full_c2,0.769,1.288,True,115295,1071056,,169571,85,,1.4707576217528948
case_035,1,1,4,ablation2,no_comm,0.158,1.325,True,121831,549844,,169571,14,,1.3918542899590416
case_035,1,1,4,ablation2,no_sync,0.467,1.288,True,115295,1071056,,169571,85,,1.4707576217528948
case_035,1,1,4,ablation2,no_localsearch,0.091,0.991,True,115156,1076530,,169571,85,,1.4725329118760637
case_035,1,1,4,ablation2,no_level,0.677,2.088,True,137027,1205042,,169571,275,,1.2375006385602838
case_035,1,1,4,ablation2,no_level_no_comm,0.271,1.06,True,185306,531100,,169571,12,,0.9150863976341834
case_035,1,1,4,ablation2,max_ops500,0.664,1.288,True,115295,1071056,,169571,85,,1.4707576217528948
case_035,1,1,4,ablation2,lvl_alap,0.655,1.288,True,105203,1731896,,169571,100,,1.6118456698002908
case_035,1,1,4,ablation2,lvl_compress,0.675,1.288,True,105203,1731896,,169571,100,,1.6118456698002908
case_036,1,1,2,ablation2,full_c2,0.078,1.55,True,466068,1152,,931510,2,,1.998656848356892
case_036,1,1,2,ablation2,no_comm,0.046,1.917,True,469872,62592,,931510,4,,1.9824760785916165
case_036,1,1,2,ablation2,no_sync,0.143,1.55,True,466068,1152,,931510,2,,1.998656848356892
case_036,1,1,2,ablation2,no_localsearch,0.047,1.55,True,466068,1152,,931510,2,,1.998656848356892
case_036,1,1,2,ablation2,no_level,0.078,4.02,True,692700,920448,,931510,800,,1.3447524180742023
case_036,1,1,2,ablation2,no_level_no_comm,0.039,0.898,True,937452,67200,,931510,6,,0.9936615421376241
case_036,1,1,2,ablation2,max_ops500,0.067,0.942,True,467128,54912,,931510,6,,1.994121525577572
case_036,1,1,2,ablation2,lvl_alap,0.084,1.55,True,466068,1152,,931510,2,,1.998656848356892
case_036,1,1,2,ablation2,lvl_compress,0.087,1.55,True,466068,1152,,931510,2,,1.998656848356892
case_037,1,1,2,ablation2,full_c2,0.03,0.191,True,105374,204800,,210001,2,,1.992910964754114
case_037,1,1,2,ablation2,no_comm,0.018,0.327,True,108588,737280,,210001,4,,1.9339245588831178
case_037,1,1,2,ablation2,no_sync,0.029,0.191,True,105374,204800,,210001,2,,1.992910964754114
case_037,1,1,2,ablation2,no_localsearch,0.017,0.191,True,105374,204800,,210001,2,,1.992910964754114
case_037,1,1,2,ablation2,no_level,0.026,0.209,True,111440,1925120,,210001,20,,1.8844310839913856
case_037,1,1,2,ablation2,no_level_no_comm,0.016,0.203,True,215866,1638400,,210001,6,,0.972830366986927
case_037,1,1,2,ablation2,max_ops500,0.024,0.191,True,105374,204800,,210001,2,,1.992910964754114
case_037,1,1,2,ablation2,lvl_alap,0.025,0.191,True,105374,204800,,210001,2,,1.992910964754114
case_037,1,1,2,ablation2,lvl_compress,0.026,0.191,True,105374,204800,,210001,2,,1.992910964754114
case_037,1,1,3,ablation2,full_c2,0.039,0.244,True,74038,1064960,,210001,3,,2.836394824279424
case_037,1,1,3,ablation2,no_comm,0.026,0.243,True,74913,1286144,,210001,6,,2.803265120873547
case_037,1,1,3,ablation2,no_sync,0.035,0.244,True,74038,1064960,,210001,3,,2.836394824279424
case_037,1,1,3,ablation2,no_localsearch,0.017,0.244,True,74038,1064960,,210001,3,,2.836394824279424
case_037,1,1,3,ablation2,no_level,0.114,0.196,True,79016,1925120,,210001,20,,2.6577022375215145
case_037,1,1,3,ablation2,no_level_no_comm,0.029,0.211,True,219537,1818624,,210001,9,,0.9565631305884658
case_037,1,1,3,ablation2,max_ops500,0.036,0.244,True,74038,1064960,,210001,3,,2.836394824279424
case_037,1,1,3,ablation2,lvl_alap,0.043,0.244,True,74038,1064960,,210001,3,,2.836394824279424
case_037,1,1,3,ablation2,lvl_compress,0.04,0.244,True,74038,1064960,,210001,3,,2.836394824279424
case_036,1,1,3,ablation2,full_c2,0.105,1.21,True,311345,2304,,931510,3,,2.991890025534375
case_036,1,1,3,ablation2,no_comm,0.069,1.234,True,313511,100608,,931510,6,,2.9712195106391803
case_036,1,1,3,ablation2,no_sync,0.06,1.21,True,311345,2304,,931510,3,,2.991890025534375
case_036,1,1,3,ablation2,no_localsearch,0.127,1.21,True,311345,2304,,931510,3,,2.991890025534375
case_036,1,1,3,ablation2,no_level,0.121,4.009,True,504372,920448,,931510,800,,1.8468709603229363
case_036,1,1,3,ablation2,no_level_no_comm,0.058,0.813,True,941002,107520,,931510,9,,0.9899128801001486
case_036,1,1,3,ablation2,max_ops500,0.1,0.877,True,312133,42624,,931510,6,,2.984336805143961
case_036,1,1,3,ablation2,lvl_alap,0.11,1.21,True,311345,2304,,931510,3,,2.991890025534375
case_036,1,1,3,ablation2,lvl_compress,0.11,1.21,True,311345,2304,,931510,3,,2.991890025534375
case_037,1,1,4,ablation2,full_c2,0.047,0.183,True,53320,614400,,210001,4,,3.938503375843961
case_037,1,1,4,ablation2,no_comm,0.038,0.259,True,58553,1822720,,210001,8,,3.5865113657711816
case_037,1,1,4,ablation2,no_sync,0.059,0.183,True,53320,614400,,210001,4,,3.938503375843961
case_037,1,1,4,ablation2,no_localsearch,0.021,0.183,True,53320,614400,,210001,4,,3.938503375843961
case_037,1,1,4,ablation2,no_level,0.046,0.189,True,57400,1925120,,210001,20,,3.6585540069686413
case_037,1,1,4,ablation2,no_level_no_comm,0.053,0.256,True,223056,1978368,,210001,12,,0.9414720966932071
case_037,1,1,4,ablation2,max_ops500,0.06,0.183,True,53320,614400,,210001,4,,3.938503375843961
case_037,1,1,4,ablation2,lvl_alap,0.058,0.183,True,53320,614400,,210001,4,,3.938503375843961
case_037,1,1,4,ablation2,lvl_compress,0.051,0.183,True,53320,614400,,210001,4,,3.938503375843961
case_025,1,1,4,ablation2,full_c2,0.75,73.242,True,1217444,82944,,4863026,4,,3.9944555971362954
case_025,1,1,4,ablation2,no_comm,0.759,65.784,True,1220650,230400,,4863026,8,,3.983964281325523
case_025,1,1,4,ablation2,no_sync,0.491,73.242,True,1217444,82944,,4863026,4,,3.9944555971362954
case_025,1,1,4,ablation2,no_localsearch,0.307,73.242,True,1217444,82944,,4863026,4,,3.9944555971362954
case_025,1,1,4,ablation2,no_level,0.647,59.97,True,1875064,73681920,,4863026,2666,,2.5935253410016936
case_025,1,1,4,ablation2,no_level_no_comm,0.724,12.664,True,4878866,400896,,4863026,12,,0.9967533439122944
case_025,1,1,4,ablation2,max_ops500,0.81,7.395,True,1227696,1446912,,4863026,40,,3.9610994904275976
case_025,1,1,4,ablation2,lvl_alap,0.621,73.242,True,1217444,82944,,4863026,4,,3.9944555971362954
case_025,1,1,4,ablation2,lvl_compress,0.852,73.242,True,1217444,82944,,4863026,4,,3.9944555971362954
case_036,1,1,5,ablation2,full_c2,0.197,0.898,True,187182,4608,,931510,5,,4.976493466252097
case_036,1,1,5,ablation2,no_comm,0.107,1.074,True,192849,176640,,931510,10,,4.83025579598546
case_036,1,1,5,ablation2,no_sync,0.072,0.898,True,187182,4608,,931510,5,,4.976493466252097
case_036,1,1,5,ablation2,no_localsearch,0.039,0.898,True,187182,4608,,931510,5,,4.976493466252097
case_036,1,1,5,ablation2,no_level,0.167,3.86,True,352860,920448,,931510,800,,2.6398855069999434
case_036,1,1,5,ablation2,no_level_no_comm,0.097,0.878,True,947874,188160,,931510,15,,0.9827361020557585
case_036,1,1,5,ablation2,max_ops500,0.185,0.898,True,187182,4608,,931510,5,,4.976493466252097
case_036,1,1,5,ablation2,lvl_alap,0.18,0.898,True,187182,4608,,931510,5,,4.976493466252097
case_036,1,1,5,ablation2,lvl_compress,0.18,0.898,True,187182,4608,,931510,5,,4.976493466252097
case_037,1,1,5,ablation2,full_c2,0.08,0.255,True,43800,1925120,,210001,5,,4.794543378995434
case_037,1,1,5,ablation2,no_comm,0.053,0.355,True,51200,2301952,,210001,10,,4.10158203125
case_037,1,1,5,ablation2,no_sync,0.16,0.255,True,43800,1925120,,210001,5,,4.794543378995434
case_037,1,1,5,ablation2,no_localsearch,0.015,0.255,True,43800,1925120,,210001,5,,4.794543378995434
case_037,1,1,5,ablation2,no_level,0.067,0.183,True,46592,1925120,,210001,20,,4.507233001373627
case_037,1,1,5,ablation2,no_level_no_comm,0.05,0.226,True,226499,2166784,,210001,15,,0.9271608263171139
case_037,1,1,5,ablation2,max_ops500,0.057,0.255,True,43800,1925120,,210001,5,,4.794543378995434
case_037,1,1,5,ablation2,lvl_alap,0.065,0.255,True,43800,1925120,,210001,5,,4.794543378995434
case_037,1,1,5,ablation2,lvl_compress,0.064,0.255,True,43800,1925120,,210001,5,,4.794543378995434
case_036,1,1,4,ablation2,full_c2,0.125,0.831,True,233584,3456,,931510,4,,3.987901568600589
case_036,1,1,4,ablation2,no_comm,0.083,1.089,True,237466,138624,,931510,8,,3.9227089351738775
case_036,1,1,4,ablation2,no_sync,0.069,0.831,True,233584,3456,,931510,4,,3.987901568600589
case_036,1,1,4,ablation2,no_localsearch,0.041,0.831,True,233584,3456,,931510,4,,3.987901568600589
case_036,1,1,4,ablation2,no_level,0.14,4.143,True,409500,920448,,931510,800,,2.2747496947496946
case_036,1,1,4,ablation2,no_level_no_comm,0.155,0.671,True,944400,147840,,931510,12,,0.9863511224057603
case_036,1,1,4,ablation2,max_ops500,0.139,1.083,True,234668,57216,,931510,8,,3.9694802870438237
case_036,1,1,4,ablation2,lvl_alap,0.151,0.831,True,233584,3456,,931510,4,,3.987901568600589
case_036,1,1,4,ablation2,lvl_compress,0.171,0.831,True,233584,3456,,931510,4,,3.987901568600589
case_035,1,1,5,ablation2,full_c2,0.646,1.922,True,92181,1174610,,169571,90,,1.8395439407253122
case_035,1,1,5,ablation2,no_comm,0.53,1.349,True,120064,491050,,169571,18,,1.412338419509595
case_035,1,1,5,ablation2,no_sync,0.443,1.424,True,98367,1317358,,169571,108,,1.7238606443217745
case_035,1,1,5,ablation2,no_localsearch,0.088,1.485,True,94047,1402734,,169571,118,,1.8030452858677044
case_035,1,1,5,ablation2,no_level,0.592,1.722,True,123498,1205042,,169571,275,,1.3730667703120698
case_035,1,1,5,ablation2,no_level_no_comm,0.443,0.988,True,186311,565934,,169571,15,,0.9101502326754727
case_035,1,1,5,ablation2,max_ops500,0.663,1.922,True,92181,1174610,,169571,90,,1.8395439407253122
case_035,1,1,5,ablation2,lvl_alap,0.752,1.451,True,89476,1821886,,169571,100,,1.8951562430148867
case_035,1,1,5,ablation2,lvl_compress,0.679,1.451,True,89476,1821886,,169571,100,,1.8951562430148867
case_028,1,1,5,ablation2,full_c2,1.138,76.81,True,11491035,277818912,,43836040,5,,3.814803453300769
case_028,1,1,5,ablation2,no_comm,0.852,77.584,True,11590840,277894632,,43836040,10,,3.7819554061655585
case_028,1,1,5,ablation2,no_sync,1.389,76.81,True,11491035,277818912,,43836040,5,,3.814803453300769
case_028,1,1,5,ablation2,no_localsearch,0.268,76.81,True,11491035,277818912,,43836040,5,,3.814803453300769
